generations,population,infected_t25,infected_t75,infected_t10,infected_t60,infected_t50,infected_t100,recovered_t25,recovered_t75,recovered_t10,recovered_t60,recovered_t50,recovered_t100,beta,gamma
5.300000000000000000e+01,3.673000000000000000e+03,9.760000000000000000e+02,1.000000000000000000e+01,5.670000000000000000e+02,5.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00,2.207000000000000000e+03,3.495000000000000000e+03,4.010000000000000000e+02,3.494000000000000000e+03,3.404000000000000000e+03,3.411000000000000000e+03,6.562108556330427112e-01,2.334471052836172289e-01
2.340000000000000000e+02,1.887900000000000000e+04,1.800000000000000000e+01,0.000000000000000000e+00,4.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.514000000000000000e+03,6.678000000000000000e+03,4.534000000000000000e+03,7.007000000000000000e+03,6.632000000000000000e+03,7.492000000000000000e+03,1.735741787298450134e-01,1.880165450074073041e-01
1.450000000000000000e+02,1.121900000000000000e+04,4.000000000000000000e+00,0.000000000000000000e+00,1.561000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.882000000000000000e+03,1.028500000000000000e+04,7.499000000000000000e+03,1.035500000000000000e+04,1.020400000000000000e+04,9.922000000000000000e+03,6.826890758698169748e-01,2.967167560989524833e-01
3.150000000000000000e+02,8.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.480000000000000000e+02,2.210000000000000000e+02,5.200000000000000000e+02,6.430000000000000000e+02,4.890000000000000000e+02,7.960000000000000000e+02,2.763892205361588861e-01,1.426614466942959791e-01
3.480000000000000000e+02,7.668000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.657000000000000000e+03,7.668000000000000000e+03,7.633000000000000000e+03,7.668000000000000000e+03,7.668000000000000000e+03,7.668000000000000000e+03,9.499999999999999556e-01,2.145018154972556101e-01
1.230000000000000000e+02,1.829000000000000000e+04,4.000000000000000000e+00,0.000000000000000000e+00,2.112000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.509500000000000000e+04,1.565400000000000000e+04,1.142100000000000000e+04,1.591800000000000000e+04,1.527700000000000000e+04,1.555000000000000000e+04,8.890222731949110058e-01,4.463022205062905368e-01
7.400000000000000000e+01,1.276100000000000000e+04,2.960000000000000000e+02,0.000000000000000000e+00,7.430000000000000000e+02,3.000000000000000000e+01,5.700000000000000000e+01,1.000000000000000000e+00,2.845000000000000000e+03,3.250000000000000000e+03,1.378000000000000000e+03,2.687000000000000000e+03,3.457000000000000000e+03,3.533000000000000000e+03,1.639225811351454898e-01,2.137461818715155892e-01
3.260000000000000000e+02,3.620000000000000000e+03,4.200000000000000000e+01,0.000000000000000000e+00,1.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.240000000000000000e+02,4.060000000000000000e+02,4.890000000000000000e+02,9.570000000000000000e+02,5.170000000000000000e+02,2.830000000000000000e+02,4.327022484090160132e-02,6.629280583924215819e-02
4.180000000000000000e+02,1.885200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.163000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.870600000000000000e+04,1.862800000000000000e+04,1.723500000000000000e+04,1.877500000000000000e+04,1.843700000000000000e+04,1.876000000000000000e+04,4.145507207511535119e-01,1.054146650750781844e-01
4.750000000000000000e+02,8.726000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.170000000000000000e+02,6.360000000000000000e+02,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.382046096731966323e-02,3.045493815088999856e-01
