generations,population,infected_t25,infected_t75,infected_t10,infected_t60,infected_t50,infected_t100,beta,gamma
12,22180,35,80,26,64,55,106,0.7733307635367415,0.7668880331464131
12,7320,11,13,11,13,12,14,0.7699257201395208,0.7678576407850982
11,18040,28,30,28,29,29,30,0.7234681679467555,0.7220225969762113
6,24080,197,79,276,102,121,53,0.5391312355181359,0.5463550413841567
10,2600,5,7,5,7,6,9,0.5071632143354431,0.5038155950093448
4,1480,19,6,29,8,10,3,0.498734711407112,0.5144509361993396
12,1100,4,1,6,2,2,1,0.5029603006969562,0.5069865266612066
12,3140,9,6,10,7,7,5,0.5046613713955242,0.505449760814735
12,4520,7,8,7,8,8,8,0.7043357181622706,0.702413743877025
8,1860,12,2,22,3,5,1,0.49900035361641937,0.5108597867270037
12,4820,10,13,9,12,11,14,0.5092865871067921,0.506685978456243
7,6780,47,20,65,25,30,13,0.5033330033685665,0.5091530365559073
12,1220,2,0,9,0,0,0,0.49267080623028225,0.5171605135873205
12,68800,0,0,0,0,0,0,0.010822623219542962,0.9997490895964347
12,1260,4,0,11,0,1,0,0.7586836068495667,0.7708559989257979
12,6160,22,1,54,3,5,0,0.5041186830626031,0.5178248976341229
12,99600,132,302,100,241,205,417,0.6592745942599664,0.653307241355771
11,15580,10,43,6,29,22,75,0.7761070441424879,0.7664164445899567
12,1020,3,1,4,1,2,1,0.7665810111593503,0.768678450998326
12,1220,2,2,2,2,2,2,0.7284387240963357,0.726192550594985
12,3500,6,8,5,8,7,10,0.6748807504059726,0.6714251645408736
12,1320,2,3,2,3,3,4,0.6960843045876534,0.6921901019386013
12,2100,8,3,12,4,5,2,0.5071775832927417,0.5114701749983377
12,1020,4,2,5,2,2,1,0.503608574250131,0.5063432487739077
12,2000,8,2,12,3,4,1,0.5090243872814285,0.5148362570185658
9,8040,10,21,8,17,15,28,0.7740918169726074,0.7673032626657799
12,1320,0,0,0,0,0,0,1.5,0.1
12,14760,26,29,25,28,27,30,0.7423637541832651,0.7404341787389632
12,4340,0,0,0,0,0,0,1.5,0.1
7,1260,7,6,8,6,6,5,0.5090538650273433,0.5084578558295804
12,1040,0,0,0,0,0,0,1.5,0.1
12,13020,35,23,40,26,28,20,0.5174567802639878,0.5184527186070419
12,3720,7,11,6,10,9,13,0.771657944338129,0.7673154188744183
12,1400,5,1,8,2,3,1,0.5028888573975452,0.5076956573138264
12,163860,75,486,41,288,199,1003,0.7492057409423414,0.7378291653013264
12,1040,0,0,0,0,0,0,1.5,0.1
12,3060,5,5,5,5,5,5,0.7257568769404622,0.7242765747270014
12,1200,3,2,3,2,2,2,0.5046235337225154,0.5053535227379876
12,3020,8,9,8,9,9,10,0.5064593154929999,0.5042225290794465
12,1920,7,1,13,2,3,1,0.5079508369228959,0.5146034563808447
12,6980,6,42,3,25,17,78,0.7166912985725913,0.7038104885933354
12,1400,3,4,3,4,4,5,0.506681489463127,0.5037947521072743
12,14320,9,29,6,21,16,47,0.7355117618356866,0.7282286717296157
12,57840,68,107,58,94,86,130,0.704331075321293,0.7007356082554913
12,1020,3,3,3,3,3,3,0.5057240230459507,0.5042421576229862
7,2880,20,10,25,12,14,8,0.5041736561647461,0.5074457180986925
12,9200,36,4,79,7,11,1,0.4992524660442372,0.5106377318903615
12,5040,14,13,14,13,13,12,0.5094020398773718,0.5085106273023493
12,52760,155,135,163,140,144,127,0.5185015348727546,0.517843758469889
12,1360,5,4,5,4,4,3,0.5059989757930309,0.5055426433896467
12,3740,3,12,2,9,7,19,0.7746139118787534,0.7665937977116005
12,273720,1002,311,1594,427,534,190,0.8321397597889129,0.8368876239267605
12,46520,200,69,295,93,114,43,0.5054264331498911,0.5099694536538756
12,2820,12,4,18,5,7,2,0.5068292367467918,0.5115064930737686
7,1800,6,14,4,11,9,19,0.5106917496434101,0.5000692957876907
12,1064360,3035,3043,3032,3041,3040,3046,0.8381129948101963,0.8357044272196503
12,1146640,4370,901,8166,1392,1884,450,0.8300640943510156,0.8372981199771807
12,4220,13,0,43,1,2,0,0.500221486349891,0.5186708656539752
12,1320,0,0,0,0,0,0,0.01,1.0
12,9460,15,38,11,30,25,52,0.7302260932150597,0.723216556097889
7,26720,153,130,162,136,140,122,0.5058675119623206,0.5047016731544567
12,2140,8,5,9,6,7,5,0.5048062735072448,0.5052397831433798
12,6200,15,17,15,16,16,17,0.5115405573818246,0.5097011922103684
12,2420,9,4,13,5,6,3,0.5053132697588315,0.5085792778280888
12,3460,12,6,15,7,8,5,0.5129209373266512,0.5149794466606568
12,1000,3,0,8,0,0,0,0.4975700848610832,0.5123090939817391
12,1960,3,9,2,7,5,12,0.5944670440147385,0.587373684699889
12,10120,35,22,42,25,27,19,0.7679797449419699,0.7682567728104512
12,1840,5,5,5,5,5,5,0.5058752183864743,0.5048702694651896
12,11420,7,23,5,16,13,37,0.7420643919036577,0.7347956902804472
12,5600,13,19,11,17,16,22,0.7718036125876132,0.7672563018664308
4,1680,22,6,35,8,11,3,0.4989928068566654,0.5170548241980049
9,1000,0,0,0,0,0,0,0.01,1.0
12,4620,13,15,12,14,14,16,0.5062389382106092,0.503744234982816
12,58480,190,108,237,125,140,86,0.7672202752156833,0.768488222423392
12,10140,11,24,9,20,17,33,0.6389496543726977,0.6337943548942042
12,2000,0,0,0,0,0,0,1.5,0.1
12,3260,9,11,9,11,10,12,0.5065766158168901,0.5040359634884429
12,10400,0,0,0,0,0,0,0.01,1.0
12,13360,0,0,0,0,0,0,1.5,0.1
12,1600,0,0,0,0,0,0,1.5,0.1
12,2400,0,0,0,0,0,0,1.5,0.1
12,7440,0,0,0,0,0,0,1.5,0.1
12,1020,0,0,0,0,0,0,1.5,0.1
12,2420,0,0,0,0,0,0,1.5,0.1
12,1180,2,4,2,3,3,5,0.7721409462101114,0.7671592766661605
12,5700,12,13,12,13,13,14,0.5103816756595457,0.5086905886455948
9,28620,24,63,18,48,40,94,0.743264842005689,0.7352322307913414
12,23820,0,0,0,0,0,0,1.5,0.1
12,29180,126,21,242,35,49,9,0.5004489521621357,0.5094429929283791
12,14240,0,0,0,0,0,0,1.5,0.1
12,115580,293,248,311,260,269,231,0.5094064113124688,0.509142852176696
12,11720,36,29,39,31,32,26,0.5261650701020639,0.5259362241803877
12,17180,36,52,31,47,44,60,0.7714150181389943,0.7673814877215284
12,14280,52,4,122,9,15,1,0.5007725110882757,0.5134058368862965
12,42100,0,0,0,0,0,0,0.011221696355191426,0.9996280752867506
12,43360,170,23,359,41,60,9,0.6716687189942695,0.6815769880656634
12,186700,678,134,1278,210,287,65,0.8297943568082349,0.8373540332375152
12,96500,352,202,432,235,262,160,0.5562177196035892,0.5577531897608629
12,991420,3071,2167,3507,2378,2542,1887,0.7260268527427657,0.726082900000228
12,479800,1686,843,2226,1012,1155,640,0.834621721161831,0.8363976826611107
12,2240,0,0,0,0,0,0,1.5,0.1
12,1380,6,4,7,4,4,3,0.504802865394449,0.5051431902398625
12,3360,12,13,12,12,12,13,0.506488283215635,0.5042487054599388
11,13920,64,26,91,33,39,17,0.5213979636720855,0.5253725376293193
7,5720,27,29,26,29,28,30,0.5178873888993089,0.514477593034359
12,1320,0,0,0,0,0,0,1.5,0.1
