sample_idx,beta_true,beta_mean,beta_std,beta_ci_low,beta_ci_high,beta_covered,gamma_true,gamma_mean,gamma_std,gamma_ci_low,gamma_ci_high,gamma_covered,r0_true,r0_mean,r0_std,r0_ci_low,r0_ci_high,r0_covered
194,0.5064156,0.6342319637537003,0.014217510103996269,0.6074742943048477,0.6579828679561615,False,0.5096545,0.6323654115200043,0.013092819510280398,0.6110252097249032,0.6547223567962647,False,0.9936449,1.0029895275831222,0.01246802314608274,0.9809028759598732,1.0236079841852188,True
193,0.5048103,0.5680119395256042,0.006365670330301285,0.5572559848427773,0.5773198574781417,False,0.50514805,0.5692314594984055,0.007307057614600694,0.553873884677887,0.5777774453163147,False,0.99933136,0.9979166209697723,0.009166871325680802,0.9817322328686714,1.0135706067085266,True
367,0.5048029,0.5662168353796005,0.006735488087869714,0.5544731467962265,0.5760131925344467,False,0.50514317,0.5675502449274064,0.0075620231137520245,0.5518957674503326,0.5764622420072556,False,0.99932635,0.9977149963378906,0.009924410354226362,0.980092965066433,1.014419400691986,True
25,0.5038965,0.5654856264591217,0.006868564576563829,0.5534878864884376,0.5755557447671891,False,0.50617176,0.5668730765581131,0.0076720966687303105,0.5511108472943306,0.5760050848126411,False,0.9955049,0.9976199448108674,0.010260766222811676,0.9794119045138359,1.0148538172245025,True
108,0.6541746,0.5689652174711227,0.006209059101796712,0.5586778372526169,0.5780607149004936,False,0.6489666,0.5701318591833114,0.0072142348412930594,0.5549135684967041,0.578559187054634,False,1.008025,0.9980100840330124,0.00875461603335563,0.9826144650578499,1.013173297047615,True
42,0.6094849,0.6134195268154145,0.010611809128110768,0.5931373670697212,0.6308531180024147,True,0.61465204,0.6124078005552291,0.01005104272162352,0.5953325495123863,0.62999127805233,True,0.9915934,1.0016633361577987,0.0073750642232080525,0.9886591866612434,1.0131661951541902,True
358,0.5094064,0.7612148225307465,0.023554774240738634,0.7211966425180435,0.7954316660761833,False,0.5091429,0.7579945802688599,0.02170175169393558,0.7254444226622582,0.7936450019478798,False,1.0005176,1.0045616656541825,0.028448360569316888,0.9532138481736183,1.05319764316082,True
288,0.5028278,0.5654199153184891,0.006874501856263771,0.5534570261836051,0.5755174711346627,False,0.5071182,0.5668088734149933,0.007683688041361259,0.5510140642523765,0.575947205722332,False,0.99153966,0.9976174861192704,0.010294392062895117,0.9793616756796837,1.0148838877677917,True
114,0.5126667,0.5693228960037231,0.006101505611538467,0.559470409154892,0.5783153206110001,False,0.5210411,0.5704509168863297,0.007158088440137242,0.555256724357605,0.5787282809615135,False,0.98392755,0.9980790555477143,0.008675383789251912,0.982881335914135,1.013074791431427,True
63,0.5056311,0.5665381491184235,0.006677398758102921,0.5549424573779106,0.5763209283351898,False,0.50436026,0.5678532749414444,0.007521708542065555,0.5522848710417747,0.5767866015434265,False,1.0025197,0.9977473765611649,0.009784508664948765,0.9804058536887169,1.0143354773521422,True
22,0.50385886,0.565817791223526,0.006795152920232135,0.5539777711033821,0.5757719188928604,False,0.5061713,0.5671787232160568,0.0076141765714393414,0.5514913365244866,0.5762351214885711,False,0.99543154,0.9976666808128357,0.010107876330280615,0.9797412782907486,1.0146824538707733,True
152,0.5079872,0.5656097859144211,0.006874804042728707,0.5536102294921875,0.5755056068301201,False,0.50454664,0.5669964700937271,0.0076991627177885385,0.5511377409100533,0.5761137306690216,False,1.0068191,0.997621139883995,0.010140664218348671,0.9796197265386581,1.0146680742502212,True
176,0.76786876,0.5657236367464066,0.00682860522944211,0.5538302659988403,0.5757996574044227,False,0.76845825,0.5670954674482346,0.0076416821183018626,0.5514158681035042,0.5762683689594269,False,0.9992329,0.9976474523544312,0.010148408072354861,0.9796639561653138,1.0148033142089843,True
249,0.50420016,0.5669126808643341,0.006577063987866029,0.555600893497467,0.5765658244490623,False,0.50576085,0.5681985259056092,0.0074610133530587765,0.552668710052967,0.5770232155919075,False,0.99691415,0.9977996200323105,0.009641754896272139,0.9807464718818665,1.0141726464033127,True
297,0.7043357,0.5734944224357605,0.005571920858265848,0.5643900319933891,0.5816176369786262,False,0.70241374,0.5743925184011459,0.0067753306754260445,0.5598339378833771,0.5822556182742119,False,1.0027362,0.9984813690185547,0.006998924467444664,0.986486305296421,1.011119356751442,True
30,0.50676525,0.5940815001726151,0.0073636633150953364,0.5809005722403526,0.6056657016277314,False,0.5147866,0.5938751995563507,0.007642784615346303,0.5791835814714432,0.6071959421038627,False,0.9844181,1.0003572881221772,0.0029794293611550555,0.9962397783994674,1.006055623292923,False
219,0.5130394,0.5859172254800796,0.006048587161665875,0.5746533557772636,0.5947866663336754,False,0.5092208,0.5861170202493667,0.006887268570220988,0.5725218266248703,0.596192067861557,False,1.007499,0.9996791362762452,0.0031976638905077486,0.9941146925091744,1.0055956453084947,False
109,0.82885706,0.7165405631065369,0.023310283188113855,0.6792635530233383,0.7531492277979851,False,0.8375401,0.7130597025156021,0.021459283421513188,0.6828444808721542,0.7495767802000046,False,0.9896327,1.0051598250865936,0.027391060146810902,0.9556878224015236,1.0501919001340867,True
124,0.83566666,0.8381130009889602,3.998401124775034e-08,0.8381129160523415,0.838113009929657,False,0.83619034,0.8380221068859101,2.665600749850022e-08,0.8380220502614975,0.8380221128463745,False,0.99937373,1.0001084744930266,2.665600749850022e-08,1.0001084178686142,1.0001084804534912,False
90,0.832112,0.8290375500917435,0.007682763450865164,0.8131644755601883,0.8366902783513069,True,0.83689713,0.8282505750656128,0.007068439164054241,0.8133128672838211,0.8364961728453636,False,0.9942823,1.0009816318750382,0.008923027441880733,0.9848120853304863,1.0169286727905273,True
56,0.5078785,0.6203845530748368,0.01175986433718966,0.5979735672473907,0.639955335855484,False,0.5125374,0.6190830528736114,0.010971847966583091,0.6007399559020996,0.6378812521696091,False,0.99091005,1.0021197289228438,0.00911105953746546,0.9858751118183136,1.016861629486084,True
5,0.5060344,0.565559309720993,0.006885735810142166,0.5534953787922859,0.5756271794438362,False,0.50394946,0.5669479101896286,0.00767004254407436,0.5511906266212463,0.5760791406035424,False,1.0041372,0.9976172775030137,0.010204920845801317,0.9794773414731026,1.0147283047437667,True
45,0.50822663,0.5681890368461608,0.006342803843219727,0.557514625787735,0.5773857921361923,False,0.5068403,0.5694027513265609,0.007306403870599124,0.5540191948413848,0.5779228836297989,False,1.0027353,0.9979269862174988,0.009065142204060244,0.9819263532757759,1.0134539932012558,True
344,0.59446704,0.5679098606109619,0.006460204203346938,0.5568161651492118,0.5773131653666497,False,0.5873737,0.5691482365131378,0.007359739199973113,0.5537451013922692,0.5777744635939598,False,1.0120764,0.9978825092315674,0.0091666135777605,0.9816415309906006,1.013556608557701,True
145,0.7701962,0.586177134513855,0.006070376763220525,0.5750911638140679,0.595184713602066,False,0.76775134,0.5863566190004349,0.0068838124621517175,0.5729496434330941,0.5964959263801575,False,1.0031844,0.9997134953737259,0.003205563891357368,0.9941747710108757,1.0056995391845702,True
286,0.5084338,0.5729625910520554,0.005641075083797776,0.5638782843947411,0.5811659336090088,False,0.5056835,0.573893865942955,0.006818713337508551,0.5592448472976684,0.581708949804306,False,1.0054388,0.9984232157468795,0.007186149511449339,0.9860303997993469,1.0112964689731598,True
218,0.50408703,0.5695147216320038,0.00608166276583722,0.5596592485904693,0.5784117192029953,False,0.50615144,0.57063829600811,0.007125043891959299,0.5555053025484085,0.5788542926311493,False,0.9959214,0.9980862528085709,0.008567797435169205,0.9830548748373985,1.0128972858190537,True
250,0.50910175,0.5682951718568802,0.006296974253178513,0.5577708467841148,0.5775411143898964,False,0.5110954,0.5694940537214279,0.007268863011367373,0.5541852459311485,0.577985306084156,False,0.99609923,0.9979534357786178,0.009064952399110105,0.9819849148392678,1.0134931057691574,True
352,0.63894963,0.5871277481317521,0.006199869269050892,0.5758395045995712,0.5962819620966912,False,0.63379437,0.5872576236724854,0.006949036059052383,0.5737123876810074,0.5977792367339134,False,1.008134,0.9997969448566437,0.0030445227867782975,0.9947629436850548,1.0052751064300538,False
93,0.7452708,0.707226213812828,0.022768717314239056,0.6711410596966744,0.7434455335140229,False,0.7522521,0.7037918090820312,0.020911235754531177,0.6737215548753739,0.7392506614327431,False,0.99071944,1.005132657289505,0.026395537352885495,0.9575870245695114,1.048330369591713,True
3,0.76721853,0.8221760362386703,0.011277344390005268,0.7998912945389748,0.8345423191785812,False,0.76848626,0.8209399193525314,0.010366692118730543,0.8004088863730431,0.8342331245541572,False,0.9983504,1.0015754282474518,0.01328297906303037,0.9779750019311905,1.0251471132040024,True
350,0.50623894,0.57379270195961,0.0055532033761671925,0.5646122366189956,0.581790766119957,False,0.50374424,0.5746753752231598,0.006753464884797045,0.5601204395294189,0.5824870958924293,False,1.0049523,0.998507970571518,0.006869494946730272,0.9867246747016907,1.0108885705471038,True
77,0.50510275,0.5666770607233047,0.006636415939402782,0.5552188426256179,0.5762028783559799,False,0.5057624,0.5679838985204697,0.007515182546287159,0.5523067489266396,0.5767767623066902,False,0.99869573,0.9977623343467712,0.009692454600652158,0.9805751085281372,1.0141110867261887,True
132,0.83395475,0.8301882237195969,0.00697102448064081,0.8156393945217133,0.836976234614849,True,0.83653,0.8294833928346634,0.006415754374621303,0.8157377853989601,0.8367993086576462,True,0.9969215,1.0008754044771195,0.008062242318726924,0.9862248882651329,1.015309077501297,True
310,0.77409184,0.5818752259016037,0.005585175733329873,0.5715736851096154,0.5900188818573951,False,0.7673033,0.5822984397411346,0.006675273277984728,0.5686668321490288,0.5913256347179413,False,1.0088472,0.9993004381656647,0.00418060068967012,0.9917699009180069,1.007437640428543,False
78,0.7706421,0.5658923923969269,0.006814447972551056,0.5540130600333214,0.5758569508790969,False,0.76778543,0.5672543257474899,0.007631776800420905,0.5515445902943611,0.5763478383421898,False,1.0037206,0.9976646721363067,0.010047869712996234,0.9798346355557441,1.014622873067856,True
46,0.5061867,0.569936090707779,0.00604621261461173,0.5601651668548584,0.5787050619721412,False,0.5037894,0.5710440397262573,0.00709929439109609,0.5559499353170395,0.5792037919163704,False,1.0047585,0.9981133759021759,0.00835567494373993,0.9834500476717949,1.012627112865448,True
220,0.6894811,0.6595933079719544,0.01812784736196751,0.6271714925765991,0.6895302891731262,True,0.68084013,0.6568845093250275,0.016638813164417714,0.6311787500977516,0.6846773654222489,True,1.0126916,1.004225504398346,0.01822952080992956,0.9726375460624694,1.0342949360609055,True
73,0.50926125,0.6002823710441589,0.008411643642056137,0.5846076369285583,0.6138851821422577,False,0.51376855,0.5998038977384568,0.008374739854513393,0.5842938303947449,0.6153017625212669,False,0.991227,1.0008049100637435,0.004102884351599453,0.9948944643139839,1.008420392870903,False
229,0.833813,0.8377600878477096,0.0005789431535109128,0.8363756239414215,0.8381082355976105,False,0.83656013,0.837650153040886,0.0005197246746143549,0.8362978667020797,0.838016414642334,True,0.9967162,1.0001313447952271,0.0005555111543284142,0.9991651073098182,1.0011779516935349,False
326,0.50417364,0.5692041635513305,0.006138716222027052,0.5592241182923317,0.5778304830193519,False,0.5074457,0.5703500300645828,0.007197312712242899,0.5549643903970718,0.5784483537077904,False,0.9935519,0.9980472296476364,0.008632972521840487,0.9828417986631394,1.0127892971038819,True
208,0.749551,0.5946299076080322,0.007412211569508688,0.581293585896492,0.6064833208918572,False,0.74405605,0.5944101244211197,0.007672793362197653,0.5797313779592514,0.6080060124397277,False,1.0073851,1.0003794461488724,0.003033659282717765,0.996000662446022,1.0062093824148177,False
82,0.5058146,0.5670602589845657,0.006531454365881398,0.5559127718210221,0.5766650706529617,False,0.5116086,0.5683312565088272,0.007439682433467806,0.5527991116046905,0.5770910575985908,False,0.98867494,0.997826310992241,0.009599647004463962,0.9808666259050369,1.0141341894865037,True
94,0.7582693,0.6484405308961868,0.01655222623911169,0.6181391894817352,0.6758819431066513,False,0.77097976,0.6460470885038376,0.015173246242739686,0.6220559671521186,0.6714937403798104,False,0.9835139,1.003773358464241,0.015732298524882626,0.9763863384723663,1.029757821559906,True
195,0.50619036,0.5727771162986756,0.005664855310300721,0.5636851161718368,0.5809829786419869,False,0.5037865,0.5737199187278748,0.006831421339741027,0.5590316221117974,0.5814965561032295,False,1.0047716,0.9984029620885849,0.007252088088299877,0.9858640268445015,1.011333268880844,True
311,0.74236375,0.5979977726936341,0.0079974668484347,0.5832988187670708,0.6110046967864037,False,0.74043417,0.5976315557956695,0.008084950377590418,0.5825848400592804,0.6125228628516197,False,1.002606,1.0006208807229995,0.003622569711481255,0.995335790514946,1.0075637996196747,True
292,0.5391312,0.6179157227277756,0.011357247174830979,0.5962341502308846,0.6367426469922065,False,0.54635507,0.6167141139507294,0.010645829155581035,0.5987924605607986,0.6348793461918831,False,0.98677814,1.0019631564617157,0.008475547519290045,0.98685113042593,1.0155385255813598,False
346,0.50587523,0.5673603355884552,0.006509788391005576,0.5561931177973747,0.5768861591815948,False,0.5048703,0.5686236202716828,0.007402643168367944,0.55316741168499,0.5773483321070672,False,1.0019904,0.9978390693664551,0.00943165816216725,0.9811518356204033,1.0138949543237685,True
